Unnamed: 0,id,data,ad_page,ad_order
45,6650191,"135 сая ₮
3-р хороолол ахуйн үйлчилгээний урд 1 өрөө байр 32м2
3 долоо хоногийн өмнө
УБ — Баянгол, 3, 4 хороолол",129,46
42,6662068,"900 сая ₮
Засгын газрын ордны хойно 169мкв дуплекс
1 долоо хоногийн өмнө
УБ — Сүхбаатар, Сүхбаатар, Хороо 6",101,43
53,6664683,"5.3 сая ₮
Парк вилла цэцэрлэгт хүрээлэнгийн зам дагуу 4 өрөө 122м2 байр
2 долоо хоногийн өмнө
УБ — Баянзүрх, Олимп хотхон",110,54
40,6667192,"Remax Sky Uyanga
1.8 Тэрбум ₮ 1.9 Тэрбум ₮
Japan town c5, 166м2 4өрөө байр
2 долоо хоногийн өмнө
УБ — Хан-Уул, Japan town",111,41
9,6686593,"5.95 сая ₮
Будда виста хотхонд 236мкв дуплекс 7 өрөө
Өнөөдөр
УБ — Хан-Уул, Зайсан",6,10
23,6694422,"2.3 сая ₮
Polaris apartment 3 өрөө байр
2 долоо хоногийн өмнө
УБ — Хан-Уул, Нисэх",109,24
22,6694686,"2.4 сая ₮
Поларис апартмент-2 63.17m2 2 өрөө
2 долоо хоногийн өмнө
УБ — Хан-Уул, Нисэх",109,23
16,6727772,"95 сая ₮
Худ нисэх 2 өрөө 42м2
3 өдрийн өмнө
УБ — Хан-Уул, Нисэх",39,17
3,6729850,"Mandal
6 сая ₮
Синга таун хотхонд 4 өрөө орон сууц 129m2
1 сарын өмнө
УБ — Хан-Уул, Яармаг",152,4
3,6734772,"191.1 сая ₮
Евро апартментэд 2 өрөө байр
Өнөөдөр
УБ — Хан-Уул, Яармаг",10,4
16,6739506,"109 сая ₮ 160 сая ₮
Биокомбинатад 4 өрөө 75м2 байр
5 өдрийн өмнө
УБ — Хан-Уул, Био комбинат",57,17
0,6763133,"410 сая ₮
Цэцэрлэгт хүрээлэнгийн ард national park хотхонд 90.55кв 3 өрөө байр
Өнөөдөр
УБ — Баянзүрх, Баянзүрх, Хороо 26",7,1
4,6774330,"100 сая ₮
Нисэхт 3 өрөө 61.16m2
5 өдрийн өмнө
УБ — Хан-Уул, Нисэх",62,5
18,6785686,"2.8 сая ₮
Хан уул 2 өрөө байр
6 өдрийн өмнө
УБ — Хан-Уул",71,19
14,6787804,"3.8 сая ₮
Мандала гарденд 90.9мкв 3 өрөө
Өнөөдөр
УБ — Хан-Уул, Яармаг",6,15
9,6828337,"121 сая ₮
Бзд, цэргийн хотхонд 51м² 2 өрөө орон сууц
Өнөөдөр
УБ — Баянзүрх",13,10
57,6833557,"153.18 сая ₮ 170.15 сая ₮
Арвай хотхон 51.56мкв 2 өрөө
5 өдрийн өмнө
УБ — Баянгол, 10-р хороолол",59,58
41,6833581,"198 сая ₮
Арвай хотхон 2өрөө 55,17м2
2 долоо хоногийн өмнө
УБ — Баянгол, 10-р хороолол",125,42
38,6833591,"153.25 сая ₮
Арвай хотхон 2 өрөө 47,89м2
3 долоо хоногийн өмнө
УБ — Баянгол, 10-р хороолол",144,39
2,6843581,"183 сая ₮
Eagle town-д 2 өрөө байр
Өнөөдөр
УБ — Хан-Уул, Яармаг",10,3
31,6853944,"180 сая ₮ 200 сая ₮
Хангай хотхоны зүүн талд 2 өрөө байр 59м2
4 долоо хоногийн өмнө
УБ — Сүхбаатар, 100 айл",148,32
16,6856634,"190.74 сая ₮
Яармаг арцат өргөө хотхонд 75 мкв 3 өрөө байр
1 долоо хоногийн өмнө
УБ — Хан-Уул, Яармаг",80,17
20,6866683,"150 сая ₮ 160 сая ₮
Бзд кино үйлдвэр happy town-д 2 өрөө
1 долоо хоногийн өмнө
УБ — Баянзүрх, Зүүн 4 зам",84,21
16,6876427,"Remax Sky Bulgantuul
3.23 сая ₮ 4.5 сая ₮
Lite city multi house хотхонд 3 өрөө дүплекс 93м2
2 долоо хоногийн өмнө
УБ — Хан-Уул, Хан-Уул, Хороо 4",118,17
3,6877224,"Platin
455 сая ₮ 496 сая ₮
Akoya residence tower -т 82.67мк 3өрөө
6 өдрийн өмнө
УБ — Хан-Уул, Хан-Уул, Хороо 15",72,4
11,6882388,"215 сая ₮
Хан уул 61.51мкв 3 өрөө байр
Өчигдөр
УБ — Хан-Уул, Зайсан",22,12
23,6892098,"275 сая ₮
Төмөр замын арктай шард 100 мкв 3 өрөө
1 долоо хоногийн өмнө
УБ — Баянгол, Төмөр зам",93,24
9,6898215,"3.9 сая ₮
Jargalan hothond 4 uruu bair 139.8m2
2 долоо хоногийн өмнө
УБ — Хан-Уул, Нархан хотхон",106,10
20,6899222,"75 сая ₮
16-р хороолол саруул тэнгэр 2 хороолол 1 өрөө
2 өдрийн өмнө
УБ — Баянзүрх, 16-р хороолол",27,21
50,6902103,"249.6 сая ₮
Арцат -2 хотхон 3 өрөө байр 78м2
1 долоо хоногийн өмнө
УБ — Хан-Уул, Яармаг",84,51
56,6902776,"370.88 сая ₮
Худ 15-р хороо, 115-р сургуулийн баруун талд 4өрөө
1 долоо хоногийн өмнө
УБ — Хан-Уул, Зайсан",74,57
41,6908889,"Remax Sky Altantuul
357 сая ₮
Худ, 19-р хороо шинэ мөрөөдөл хотхонд 105.74 мкв 3 өрөө
1 долоо хоногийн өмнө
УБ — Хан-Уул, 19-р хороолол",85,42
37,6917882,"300 сая ₮
1-16-д 1 давхарын 5 өрөө
4 өдрийн өмнө
Орхон, Орхон",55,38
38,6921508,"165 сая ₮
Тэмүүлэл хотхонд 3 өрөө
6 өдрийн өмнө
УБ — Баянгол, 10-р хороолол",70,39
18,6922590,"257 сая ₮
Нисэхэд төгс орчин таун хотхонд 91.08мв 4 өрөө
1 долоо хоногийн өмнө
УБ — Хан-Уул, Нисэх",86,19
33,6923063,"640 сая ₮
Avenue residence 84.69м2 3 өрөө байр
2 өдрийн өмнө
УБ — Баянгол, Баруун 4 зам",35,34
26,6933367,"182.4 сая ₮
Хангай хотхоны баруун талд 57мкв 2өрөө байр
Өнөөдөр
УБ — Сүхбаатар, Дөлгөөн нуур",12,27
41,6941493,"171.81 сая ₮
Кайду сити хотхонд 2 өрөө байр
Өчигдөр
УБ — Баянзүрх, Баянзүрх, Хороо 8",19,42
51,6948549,"350 сая ₮ 371.48 сая ₮
Sunshine village хотхонд 3 өрөө байр 82м2
2 өдрийн өмнө
УБ — Баянзүрх, Баянзүрх, Хороо 26",29,52
40,6949340,"Remax Sky Bat-Uchral
350 сая ₮ 371.48 сая ₮
Sunshine village хотхонд 3 өрөө байр 82.55м2
5 өдрийн өмнө
УБ — Баянзүрх, Баянзүрх, Хороо 26",63,41
0,6955742,"Dashka
1.35 Тэрбум ₮
Japan town c-5 блокд 133.5м2 3 өрөө байр
5 өдрийн өмнө
УБ — Хан-Уул, Japan town",68,1
52,6955792,"Remax Sky Uyanga
1.45 Тэрбум ₮
Japan town c𝟓 блокд 133.5м2 3 өрөө байр
3 долоо хоногийн өмнө
УБ — Хан-Уул, Japan town",142,53
39,6955798,"Remax Sky Uyanga
1.95 Тэрбум ₮ 2.05 Тэрбум ₮
Japan town c4 блокд 252м2 4 өрөө байр
2 долоо хоногийн өмнө
УБ — Хан-Уул, Japan town",111,40
1,6956506,"110 сая ₮ 130 сая ₮
21-р хороололд 3н өрөө байр 80м2
1 долоо хоногийн өмнө
УБ — Сонгинохайрхан, 21-р хороолол",79,2
49,6956717,"1.45 Тэрбум ₮
Japan town 𝐂𝟓 блокд 133.5м2 , 3 өрөө байр.
Өчигдөр
УБ — Хан-Уул, Japan town",19,50
58,6962220,"184.5 сая ₮
Шинэ алтай хотхоны зүүн талд 61,5м2 2 өрөө
1 долоо хоногийн өмнө
УБ — Баянгол, Алтай хотхон",101,59
42,6962909,"120 сая ₮
21-р хороололд 56.85мкв 2 өрөө
1 долоо хоногийн өмнө
УБ — Сонгинохайрхан, 21-р хороолол",80,43
52,6964847,"5 сая ₮
Гантиг вилла хотхонд 279.8мк орон сууц
4 долоо хоногийн өмнө
УБ — Хан-Уул, Зайсан",148,53
32,6970686,"126 сая ₮
Саруул хороололд 1 өрөө байр 33.4мкв
1 долоо хоногийн өмнө
УБ — Баянзүрх, Баянзүрх, Хороо 26",97,33
0,6974108,"1.23 Тэрбум ₮
Бага тэнгэр цогцолбор хотхонд 142м2 3өрөө байр
1 долоо хоногийн өмнө
УБ — Баянзүрх",79,1
51,6974636,"435 сая ₮
Japan town 3 өрөө 79.9 м2 байр
1 долоо хоногийн өмнө
УБ — Хан-Уул, Japan town",84,52
27,6975551,"Turuu REInvestor
240 сая ₮
Яармаг riva residence 3 өрөө 84.5м2
3 өдрийн өмнө
УБ — Хан-Уул, Яармаг",37,28
39,6975570,"Munkhgerel
1.4 Тэрбум ₮
Japan town c5-д 3 өрөө 133.5m2
1 долоо хоногийн өмнө
УБ — Хан-Уул, Japan town",81,40
56,6975769,"339.75 сая ₮
Garden city 2 т 3 өрөө байр
4 долоо хоногийн өмнө
УБ — Хан-Уул, Яармаг",149,57
2,6979422,"208.92 сая ₮
Худ 19 хороо дөл хотхонд 63,31м2 2 өрөө
1 долоо хоногийн өмнө
УБ — Хан-Уул, 19-р хороолол",82,3
