N,id,data,ad_page,ad_order
3642,8040194,"185 сая ₮
3 oroo bair
3 долоо хоногийн өмнө
УБ — Сонгинохайрхан, 1-р хороолол",136,2
3643,8040227,"Remax Sky Khaliun
326 сая ₮
Khapartment хотхонд 65мкв 2 өрөө орон сууц
3 долоо хоногийн өмнө
УБ — Хан-Уул, Хан-Уул, Хороо 15",135,58
3644,8040265,"50 сая ₮
1 uruu
3 долоо хоногийн өмнө
УБ — Баянгол, Баянгол, Хороо 12",135,57
3645,8040349,"3.1 сая ₮
Бзд нарны замд 83.9мкв 2 өрөө
3 долоо хоногийн өмнө
УБ — Баянзүрх, 13-р хороолол",135,54
3646,8040350,"Sky Aldarmaa
264.1 сая ₮
Бзд, 3р хороо13хороололд 69.5мкв 2 өрөө
2 өдрийн өмнө
УБ — Баянзүрх, Баянзүрх, Хороо 3",22,46
3647,8040376,"190 сая ₮
Gumuda garden-д 2 өрөө байр
3 долоо хоногийн өмнө
УБ — Хан-Уул, Яармаг",135,44
3648,8040413,"180 сая ₮
Халдвартад 2 өрөө 47мкв
3 долоо хоногийн өмнө
УБ — Баянзүрх, 13-р хороолол",135,46
3649,8040435,"165 сая ₮
Алтаргана хотхонд 2 өрөө байр 45.15m2
Өнөөдөр
УБ — Сүхбаатар",6,16
3650,8040463,"226.5 сая ₮
Яармагт 2 өрөө байр 59,59м2
3 долоо хоногийн өмнө
УБ — Хан-Уул, Яармаг",135,48
3651,8040479,"1.85 сая ₮
Hailaastad 3 uruu bair 69.13m2
3 долоо хоногийн өмнө
УБ — Чингэлтэй, Хайлааст",135,49
3652,8040502,"125 сая ₮
Гал тогоо тусдаа 3 өрөө байр 39м2
3 долоо хоногийн өмнө
УБ — Сонгинохайрхан, 21-р хороолол",135,51
3653,8040530,"182 сая ₮
Американ дэнж-д 2 өрөө байр 56,54м2
3 долоо хоногийн өмнө
УБ — Баянзүрх, Зүүн 4 зам",135,50
3654,8040597,"1.5 сая ₮
11р хороололд 2өрөө байр 70.86м2
3 долоо хоногийн өмнө
УБ — Сүхбаатар, Сүхбаатар, Хороо 7",135,30
3655,8040617,"432 сая ₮
Рапид хороололд 4 өрөө байр
1 долоо хоногийн өмнө
УБ — Хан-Уул, Хурд",71,41
3656,8040628,"402 сая ₮
Кинг таурт 3 өрөө 98м2
1 долоо хоногийн өмнө
УБ — Хан-Уул, King Tower",79,23
3657,8040648,"Remax HUB Unuruu
820 сая ₮
Mandala 360 хотхонд 105.64мкв 3 өрөө
3 долоо хоногийн өмнө
УБ — Баянзүрх, Баянзүрх, Хороо 26",135,25
3658,8040664,"180 сая ₮
2 өрөө байр 60м2
3 долоо хоногийн өмнө
УБ — Баянгол, Төмөр зам",135,24
3659,8040682,"249.6 сая ₮
Арцат 2 хотхонд 3 өрөө байр
3 долоо хоногийн өмнө
УБ — Хан-Уул, Яармаг",135,23
3660,8040703,"Remax Sky Uranchimeg
363 сая ₮
Элизабет хотхон 103.65 мкв 3 өрөө
Өнөөдөр
УБ — Баянзүрх, Баянзүрх, Хороо 26",9,29
3661,8040706,"160 сая ₮
Туул гарден 2 өрөө
1 долоо хоногийн өмнө
УБ — Хан-Уул, Мишээл",74,22
3662,8040712,"130 сая ₮
Gerchilgee belen,shine 2 oroo bair 43м2
3 долоо хоногийн өмнө
УБ — Сонгинохайрхан, 5 шар",135,19
3663,8040722,"190 сая ₮
Хансвилл хотхонд 2 өрөө байр
3 долоо хоногийн өмнө
УБ — Хан-Уул, Хансвилл хотхон",135,15
3664,8040734,"150 сая ₮
Сбд 11-р хороолол 46.8 мкв 2 өрөө байр
Virtual tour
Өчигдөр
УБ — Сүхбаатар, 11-р хороолол",14,27
3665,8040746,"Remax Sky Uranchimeg
581 сая ₮
Japan town c1 т 103.75 мкв 4 өрөө
Өнөөдөр
УБ — Хан-Уул, Japan town",9,30
3666,8040750,"90 сая ₮
Бичил энхбаярын зам дагуу 1 өрөө байр
3 долоо хоногийн өмнө
УБ — Баянгол, 6-р бичил",135,14
3667,8040766,"420 сая ₮
Бзд 26 хороо олимп хотхонд 4 өрөө
5 өдрийн өмнө
УБ — Баянзүрх, Баянзүрх, Хороо 26",51,30
3668,8040777,"262 сая ₮
Модний 2 т 2 өрөө байр
3 долоо хоногийн өмнө
УБ — Баянгол, Баянгол, Хороо 18",133,9
3669,8040801,"250 сая ₮
Хотын төвд 2 өрөө 69м2
2 долоо хоногийн өмнө
УБ — Чингэлтэй, Чингэлтэй, Хороо 2",119,25
3670,8040810,"4.25 сая ₮
Мандала гарден 3 өрөө
3 долоо хоногийн өмнө
УБ — Сүхбаатар",135,11
3671,8040814,"378 сая ₮
Нарны хороолол 3 өрөө байр 105,69м2
3 долоо хоногийн өмнө
УБ — Баянгол, Нарны хороолол",135,10
3672,8040851,"Naagii
440 сая ₮
Бүти таун хотхонд 3 өрөө байр 97.06м2
3 долоо хоногийн өмнө
УБ — Хан-Уул, Хан-Уул, Хороо 15",135,9
3673,8040884,"Properties
4.85 сая ₮
Яармагт, belmonte residence 79,55м2 3 өрөө орон сууц
Virtual tour
Өнөөдөр
УБ — Хан-Уул, Яармаг",8,12
3674,8040918,"165 сая ₮
Алтаргана хотхонд ховорхон 2 өрөө байр 45м2
1 долоо хоногийн өмнө
УБ — Хан-Уул, Мишээл",87,56
3675,8040929,"85 сая ₮
Viva city 1 өрөө байр 38,3м2
3 долоо хоногийн өмнө
УБ — Хан-Уул, Яармаг",135,4
3676,8040935,"620 сая ₮
Сбд 1-р хороо улсын 1-р эмнэлэгийн урд 4 өрөө байр 148,6м2
3 өдрийн өмнө
УБ — Сүхбаатар, Сүхбаатар, Хороо 1",24,55
3677,8040941,"175 сая ₮
1р хороололд гаражтай 3өрөө 80m2 байр
6 өдрийн өмнө
УБ — Сонгинохайрхан, 1-р хороолол",57,58
3678,8040953,"Naagii
400 сая ₮
Бзд 26-р хороо enconta 1 хотхонд 90,52 мкв 3өрөө
3 долоо хоногийн өмнө
УБ — Баянзүрх, Баянзүрх, Хороо 26",135,3
3679,8040972,"145 сая ₮
1 horoolol 31 bair 2 uruu 60m2 bair
3 долоо хоногийн өмнө
УБ — Сонгинохайрхан, 1-р хороолол",135,1
3680,8041032,"500 сая ₮
New garden хотгонд 5өрөө байр
3 өдрийн өмнө
УБ — Хан-Уул, Яармаг",29,42
3681,8041075,"3.2 сая ₮
Яармагт ипотек шийдэх орон сууц 3 өрөө байр 77м2
2 долоо хоногийн өмнө
УБ — Хан-Уул, Яармаг",112,50
3682,8041131,"42 сая ₮
1өрөө байр
3 долоо хоногийн өмнө
УБ — Баянзүрх, Шар хад",134,43
3683,8041150,"1.19 Тэрбум ₮
Regis place 3 өрөө 126m2 байр
4 өдрийн өмнө
УБ — Хан-Уул, 120 мянгат",36,52
3684,8041163,"135 сая ₮
Схд-т 54 м.кв, 3 өрөө байр
1 долоо хоногийн өмнө
УБ — Сонгинохайрхан, Сонгинохайрхан, Хороо 7",70,12
3685,8041188,"105 сая ₮
Gal togoo tysdaa 2 uruu bair
3 долоо хоногийн өмнө
УБ — Сонгинохайрхан, 5 шар",134,41
3686,8041209,"Remax Sky Tuvshinbileg
447.89 сая ₮
Академи-2 хотхонд 80мкв 3 өрөө орон сууц
3 долоо хоногийн өмнө
УБ — Хан-Уул, 120 мянгат",134,40
3687,8041223,"685.47 сая ₮
Tokyo town 1 хотхонд 4 өрөө
4 өдрийн өмнө
УБ — Хан-Уул, Japan town",40,36
3688,8041227,"250 сая ₮
Хотын төв ааа бүсэд 2 өрөө байр 69,7м2
3 долоо хоногийн өмнө
УБ — Сүхбаатар, Сүхбаатар, Хороо 1",134,37
3689,8041246,"127 сая ₮
Бзд жуковт 25 мкв 2 өрөө орон сууц
1 долоо хоногийн өмнө
УБ — Баянзүрх, Баянзүрх, Хороо 5",64,29
3690,8041252,"125 сая ₮
10 хороолол golden park 1 т 42м2 2өрөө байр
3 долоо хоногийн өмнө
УБ — Баянгол, 10-р хороолол",134,32
3691,8041297,"Remax HUB Munkhzaya
380 сая ₮
Бзд, enconta-1 хотхонд 3 өрөө орон сууц 90.52m2
3 долоо хоногийн өмнө
УБ — Баянзүрх, Баянзүрх, Хороо 26",134,34
3692,8041318,"110 сая ₮
Бзд Цагаанхуаранд 37м2 2 өрөө байр
1 долоо хоногийн өмнө
УБ — Баянзүрх, 14-р хороолол",61,17
3693,8041326,"185 сая ₮
3 oroo bair
3 долоо хоногийн өмнө
УБ — Сонгинохайрхан, 1-р хороолол",134,31
3694,8041328,"89.6 сая ₮
Сансар төсөл апартмент байр 1 өрөө
3 долоо хоногийн өмнө
УБ — Баянзүрх, Сансар",134,25
3695,8041341,"224.1 сая ₮
Өгөөмөр хотхонд 83 мкв 3 өрөө байр
1 долоо хоногийн өмнө
УБ — Баянгол, 3, 4 хороолол",82,15
3696,8041349,"3 сая ₮ 3.2 сая ₮
Нисэхэд 2 өрөө байр
Өнөөдөр
УБ — Хан-Уул, Нисэх",9,60
3697,8041396,"115 сая ₮
Модны 2 т 1 өрөө байр
1 долоо хоногийн өмнө
УБ — Баянгол, 3, 4 хороолол",98,15
3698,8041399,"490 сая ₮
Solaris-д 4 өрөө байр 92м2
3 долоо хоногийн өмнө
УБ — Хан-Уул, Хан-Уул, Хороо 15",128,8
3699,8041414,"Remax HUB Munkhzaya
440 сая ₮
Худ, buti town хотхонд 3 өрөө орон сууц
1 долоо хоногийн өмнө
УБ — Хан-Уул, Хан-Уул, Хороо 15",80,29
3700,8041517,"Enkhuu
2.9 сая ₮
Хороололын эцэст шинэ хороололд хотхонд 3 өрөө
3 долоо хоногийн өмнө
УБ — Баянгол, Баянгол, Хороо 9",134,24
3701,8041566,"3.2 сая ₮
Сөүл эмнэлэгийн хойно 60мкв 2өрөө байр
3 өдрийн өмнө
УБ — Сүхбаатар, Дөлгөөн нуур",30,50
3702,8041568,"3.1 сая ₮
Бзд 25-хороо home land хотхонд 91мкв 3 өрөө байр
2 өдрийн өмнө
УБ — Баянзүрх, Баянзүрх, Хороо 25",19,31
3703,8041592,"3.5 сая ₮
4 өрөө
3 долоо хоногийн өмнө
УБ — Хан-Уул, Зайсан",134,22
3704,8041625,"Remax HUB Khongorzul
341 сая ₮
Олимп хотхонд мастертай 3 өрөө 82.5m2
2 долоо хоногийн өмнө
УБ — Баянзүрх, Баянзүрх, Хороо 11",104,37
3705,8041630,"Erdenechimeg Platin
820 сая ₮
Шинэ төгөл хотхон 5 өрөө 148.4м2
3 өдрийн өмнө
УБ — Сүхбаатар, Сүхбаатар, Хороо 2",2,14
3706,8041645,"85 сая ₮
2 өрөө байр 44.7 мкв
3 долоо хоногийн өмнө
УБ — Сүхбаатар",134,19
3707,8041656,"828 сая ₮
Golden buddha хотхонд 148 мкв 3 өрөө
4 өдрийн өмнө
УБ — Хан-Уул, Хан-Уул, Хороо 11",40,53
3708,8041680,"240 сая ₮
Bagshiin deed duplex bair 61.0 mkv
3 долоо хоногийн өмнө
УБ — Сүхбаатар, Сүхбаатар, Хороо 3",134,10
3709,8041683,"Remax Sky Ganga
343 сая ₮
Garden city 1 гарден сити 1 хотхонд 71.5м2 талбайтай 3 өрөө орон сууц
3 долоо хоногийн өмнө
УБ — Сүхбаатар",134,17
3710,8041686,"Remax Sky Bolor
210.25 сая ₮
Гэмтэлийн эмнэлэгийн хойно 3 өрөө байр 72.5 мкв
3 долоо хоногийн өмнө
УБ — Сүхбаатар",134,16
3711,8041703,"79 сая ₮
Яармаг viva city хотхонд 30,3 мкв 1 өрөө
3 долоо хоногийн өмнө
УБ — Хан-Уул, Viva city",130,44
3712,8041709,"273 сая ₮
Төмөр зам арктай шар байрны дотор талд байрлах 19- р байр
3 долоо хоногийн өмнө
УБ — Сүхбаатар",134,14
3713,8041712,"114 сая ₮
Схд, содон хороололд 43.16мкв 2 өрөө
3 долоо хоногийн өмнө
УБ — Сонгинохайрхан, 21-р хороолол",134,9
3714,8041768,"160 сая ₮
Амгалан амаржихын хойно 2 өрөө
3 долоо хоногийн өмнө
УБ — Баянзүрх, Баянзүрх, Хороо 13",134,4
3715,8041808,"110 сая ₮
2 өрөө байр
Өнөөдөр
УБ — Сүхбаатар, Сүхбаатар, Хороо 1",11,26
3716,8041819,"175.23 сая ₮
СБД-т 2 өрөө байр 53.12м2
3 долоо хоногийн өмнө
УБ — Сүхбаатар, Сүхбаатар, Хороо 9",132,37
3717,8041829,"108 сая ₮
Схд 21 хороолол орчлон хотхонд 2 өрөө
1 долоо хоногийн өмнө
УБ — Сонгинохайрхан, 21-р хороолол",85,55
3718,8041894,"348.6 сая ₮
Garden city 1 хотхонд 4 өрөө
Өнөөдөр
УБ — Хан-Уул, Яармаг",5,10
3719,8041916,"95 сая ₮
Буянт-ухаа-1 т 1 өрөө байр 39м2
3 долоо хоногийн өмнө
УБ — Хан-Уул, Хан-Уул, Хороо 16",133,37
3720,8041965,"3.2 сая ₮
Яармагт city palace хотхонд 2 өрөө 75,1м2
Virtual tour
1 долоо хоногийн өмнө
УБ — Хан-Уул, Яармаг",88,38
3721,8041970,"122 сая ₮
Баянбүрдэд 2 өрөө байр 48 мкв
3 долоо хоногийн өмнө
УБ — Сүхбаатар",133,44
3722,8042000,"245 сая ₮
Энхжин хотхонд 2 өрөө
1 долоо хоногийн өмнө
УБ — Хан-Уул, Зайсан",75,55
3723,8042001,"165 сая ₮
Төмөр замын арктай шар байранд 2 өрөө байр 46м2
3 долоо хоногийн өмнө
УБ — Баянгол, Төмөр зам",133,39
3724,8042031,"202 сая ₮
Бзд 26 хороо саруул хороололд 54мкв 2 өрөө байр
3 долоо хоногийн өмнө
УБ — Баянзүрх, Баянзүрх, Хороо 26",133,36
3725,8042065,"2.6 сая ₮ 2.8 сая ₮
Хан-уул дүүрэг эрчмийн 52 байранд 69мкв 2 өрөө
Virtual tour
4 өдрийн өмнө
УБ — Хан-Уул, 19-р хороолол",45,34
3726,8042108,"2.95 сая ₮
Дөлгөөн нуурд 3 өрөө байр 68.31m2
Өчигдөр
УБ — Сүхбаатар, Дөлгөөн нуур",13,26
3727,8042121,"Remax HUB Khongorzul
326 сая ₮
Kh хотхонд 2 өрөө байр
2 долоо хоногийн өмнө
УБ — Хан-Уул, Хан-Уул, Хороо 1",104,38
3728,8042134,"216.92 сая ₮
Глобал гарден хотхонд гал тогоо тусдаа 2 өрөө
3 долоо хоногийн өмнө
УБ — Хан-Уул, Яармаг",132,13
