N,id,data,ad_page,ad_order
3475,8033938,"145 сая ₮
Horoolliin emartin hoid tald sotin bairand 2 oroo
1 долоо хоногийн өмнө
УБ — Баянгол, 3, 4 хороолол",99,24
3476,8033952,"510 сая ₮
Кинг таурт 4 өрөө байр
1 долоо хоногийн өмнө
УБ — Хан-Уул, Хан-Уул, Хороо 11",66,26
3477,8034124,"820 сая ₮
Mandala 360 хотхонд 3 өрөө
5 өдрийн өмнө
УБ — Баянзүрх, Баянзүрх, Хороо 26",51,10
3478,8034202,"Otgoo
820 сая ₮
Үндэсний цэцэрлэгт хүрээлэнгийн хойно 𝐌𝐚𝐧𝐝𝐚𝐥𝐚 𝟑𝟔𝟎 хотхонд 𝟏𝟎𝟓.𝟔𝟒мкв 𝟑 өрөө
5 өдрийн өмнө
УБ — Баянзүрх, Баянзүрх, Хороо 26",54,25
3479,8034218,"260 сая ₮
Ривер виллад 2 өрөө
5 өдрийн өмнө
УБ — Хан-Уул, Хан-Уул, Хороо 15",50,53
3480,8034341,"Remax HUB Ganchimeg
5.85 сая ₮
Хүннү 96мкв 4 өрөө
4 өдрийн өмнө
УБ — Хан-Уул, Хүннү",40,4
3481,8034374,"909.15 сая ₮
Сбд 1 хороо mpm apartment хотхонд 5 өрөө орон сууц
1 долоо хоногийн өмнө
УБ — Сүхбаатар",65,2
3482,8034509,"450 сая ₮
оранж таунд 133,8мкв 4 өрөө
2 долоо хоногийн өмнө
УБ — Хан-Уул, UB Town",108,43
3483,8034571,"833 сая ₮
Japan town хотхонд 140мкв 4 өрөө байр
Өчигдөр
УБ — Хан-Уул, Japan town",12,30
3484,8034679,"480 сая ₮
Мандала хотхонд 3 өрөө бүрэн тавилгатай байр
1 долоо хоногийн өмнө
УБ — Баянзүрх, Баянзүрх, Хороо 26",71,22
3485,8034705,"3.2 сая ₮
Agarta хотхонд 3 өрөө байр
2 долоо хоногийн өмнө
УБ — Хан-Уул, Яармаг",122,51
3486,8034867,"2.1 Тэрбум ₮
bella vista хотхон-д 4 өрөө орон сууц
Өнөөдөр
УБ — Хан-Уул, Зайсан",8,20
3487,8034898,"282 сая ₮
Seven star residence хотхонд 2 өрөө орон сууц 70м2
Өнөөдөр
УБ — Сүхбаатар, Сүхбаатар, Хороо 10",8,21
3488,8034912,"1.2 Тэрбум ₮
Khankhills 2-р ээлжинд 4 өрөө орон сууц 170м2
Өнөөдөр
УБ — Сүхбаатар, Сүхбаатар, Хороо 7",8,22
3489,8034972,"PEACE PROPERTY LLC
3.6 сая ₮
Яармаг green garden residence 2 өрөө 51,78мкв
5 өдрийн өмнө
УБ — Хан-Уул, Яармаг",53,19
3490,8035091,"82 сая ₮
Голден парк хотхон 1 өрөө 31 мкв байр
2 долоо хоногийн өмнө
УБ — Баянгол, 10-р хороолол",101,7
3491,8035232,"175 сая ₮
3 өрөө байр
2 долоо хоногийн өмнө
УБ — Баянзүрх, Чулуун овоо",116,10
3492,8035261,"Oyu Ka
85 сая ₮
Схд драгоны ард гал тогоо тусдаа 1 өрөө
Virtual tour
4 өдрийн өмнө
УБ — Сонгинохайрхан, 1-р хороолол",40,9
3493,8035279,"Oyu Ka
126 сая ₮
Схд орчлон 2 хотхонд 70 мкв дуплекс 3 өрөө
Virtual tour
4 өдрийн өмнө
УБ — Сонгинохайрхан, 21-р хороолол",38,14
3494,8035330,"595 сая ₮
Удирдлагын академи хажууд 3 өрөө
1 сарын өмнө
УБ — Хан-Уул, 19-р хороолол",139,39
3495,8035331,"180 сая ₮
2 өрөө байр
1 сарын өмнө
УБ — Баянгол, 10-р хороолол",139,37
3496,8035340,"91 сая ₮
Содон хороололд 36мкв арктай 1 өрөө
1 сарын өмнө
УБ — Сонгинохайрхан, 21-р хороолол",139,34
3497,8035366,"3.2 сая ₮
Шинэ хотын захиргааны хойд талд city palace хотхон 2 өраө 47,м2
1 сарын өмнө
УБ — Хан-Уул, Яармаг",139,38
3498,8035499,"Yumka
218.35 сая ₮
Seven star residence 45мкв 1өрөө
3 өдрийн өмнө
УБ — Хан-Уул, Хурд",36,13
3499,8035530,"832.64 сая ₮
Japan town c1 4 өрөө байр 139.94
1 сарын өмнө
УБ — Хан-Уул, Japan town",139,36
3500,8035613,"Universal Properties LLC
1.31 Тэрбум ₮
Худ, river garden хотхонд 4 өрөө 158.2м2
4 өдрийн өмнө
УБ — Хан-Уул, River Garden",41,16
3501,8035653,"Remax Sky Tumenbayar
178 сая ₮
Угсармалын гал тогоо тусдаа 3 өрөө байр 39мкв
4 өдрийн өмнө
УБ — Баянзүрх, Баянзүрх, Хороо 8",45,3
3502,8035692,"122.32 сая ₮
Хөх сувд 3 өрөө
1 сарын өмнө
УБ — Баянгол, 3, 4 хороолол",139,33
3503,8035792,"833 сая ₮
Japan town c1 block 140 м.кв 4 өрөө орон сууц
1 долоо хоногийн өмнө
УБ — Хан-Уул, Japan town",89,48
3504,8035830,"Realtor Bilguun
264 сая ₮
Зайсан сайн residence хотхон-д 3 өрөө орон сууц 66м2
3 өдрийн өмнө
УБ — Хан-Уул, Зайсан",33,23
3505,8035882,"120 сая ₮
Хангай хотхонд 2 өрөө байр 37м2
1 сарын өмнө
УБ — Сүхбаатар, 100 айл",139,31
3506,8035966,"97 сая ₮
Күнз сургуулийн хажууд 1 өрөө
1 сарын өмнө
УБ — Баянгол, 3, 4 хороолол",139,29
3507,8035990,"160 сая ₮
Astra villa 2 uruu 61m2
1 сарын өмнө
УБ — Хан-Уул, Зайсан",139,28
3508,8035998,"460 сая ₮
Зайсанд 4өрөө
1 сарын өмнө
УБ — Хан-Уул, UB Town",139,27
3509,8036094,"370 сая ₮
Рапид харш хотхонд 3 өрөө орон сууц
5 өдрийн өмнө
УБ — Хан-Уул, Хурд",52,47
3510,8036260,"Remax Sky Bulgan
264 сая ₮
Зайсан сайн хотхон-д 3 өрөө орон сууц
3 өдрийн өмнө
УБ — Хан-Уул, Зайсан",27,33
3511,8036283,"475 сая ₮
Global townd 3 uru 87m2
5 өдрийн өмнө
УБ — Сүхбаатар",53,31
3512,8036418,"202 сая ₮
1 хороолол эрин хороололд 2 өрөө 61.4м2
1 сарын өмнө
УБ — Сонгинохайрхан, 1-р хороолол",139,24
3513,8036430,"90 сая ₮
3-4хороолол 1өрөө
1 сарын өмнө
УБ — Баянгол, 3, 4 хороолол",139,23
3514,8036449,"2.95 сая ₮
Цагаан хуаран хотхон 2 өрөө, тавилгатай 38м2
1 сарын өмнө
УБ — Баянзүрх, 14-р хороолол",139,22
3515,8036482,"330 сая ₮
Сансар имартын хажууд сансар гарденд 2 өрөө байр 55мкв
1 долоо хоногийн өмнө
УБ — Баянзүрх, Баянзүрх, Хороо 1",65,7
3516,8036514,"460 сая ₮
Зайсанд 133км 4өрөө
1 сарын өмнө
УБ — Хан-Уул, UB Town",139,21
3517,8036565,"459 сая ₮
Akoya residence бүрэн цутгамал 3 өрөө
1 долоо хоногийн өмнө
УБ — Хан-Уул, Яармаг",87,9
3518,8036573,"774 сая ₮
Encanto2 4өрөө 129m2
Virtual tour
1 сарын өмнө
УБ — Баянзүрх, Баянзүрх, Хороо 26",139,20
3519,8036596,"241 сая ₮
Бгд шинэ алтай хотхонд 73.12 мкв 3 өрөө байр
4 өдрийн өмнө
УБ — Баянгол, Алтай хотхон",43,12
3520,8036689,"479.5 сая ₮
King tower apartment 3 өрөө орон сууц
3 долоо хоногийн өмнө
УБ — Хан-Уул, Хан-Уул, Хороо 15",136,34
3521,8036716,"390 сая ₮
Sunrise 3 oroo
1 сарын өмнө
УБ — Баянзүрх, Баянзүрх, Хороо 26",139,19
3522,8036733,"160 сая ₮
3uruu bair 60
1 долоо хоногийн өмнө
УБ — Сүхбаатар",83,59
3523,8036820,"3.2 сая ₮
25-р эмийн сангийн хажууд 2 өрөө
1 долоо хоногийн өмнө
УБ — Баянгол, 25-р эмийн сан",85,16
3524,8036872,"Remax Sky Tuvshinbileg
581 сая ₮
Japan town c1-д 103,75мкв 4 өрөө
1 долоо хоногийн өмнө
УБ — Хан-Уул, Japan town",76,23
3525,8036950,"Remax HUB Gereltsetseg
340 сая ₮
Натур худалдааны төвийн урд дуплекс 5 өрөө
4 долоо хоногийн өмнө
УБ — Баянзүрх, Баянзүрх, Хороо 6",139,17
3526,8036978,"194.84 сая ₮
Мандала гарден 2 өрөө байр 48.71 мкв
Өчигдөр
УБ — Хан-Уул, Яармаг",14,6
3527,8036985,"156 сая ₮
UB palace-ийн чанх ард 54.3 мкв
1 долоо хоногийн өмнө
УБ — Баянгол, Баянгол, Хороо 6",84,33
3528,8037071,"1.2 Тэрбум ₮
Платинум тауэрд 5 өрөө
4 долоо хоногийн өмнө
УБ — Сүхбаатар, 5-р хороолол",139,14
3529,8037120,"Remax Sky Onon
581 сая ₮
Japan town 103,75 мкв 4 өрөө 1 гаражтай
Өнөөдөр
УБ — Хан-Уул, Japan town",6,4
3530,8037150,"65 сая ₮
Схд москва хороололд 1 өрөө 22.38m2
Өнөөдөр
УБ — Сонгинохайрхан, Москва хороолол",6,9
3531,8037271,"142 сая ₮
Хотын а бүсэд 36мкв 1өрөө байр
4 долоо хоногийн өмнө
УБ — Баянзүрх, Баянзүрх, Хороо 4",139,11
3532,8037343,"347 сая ₮
Belmonte luxury residence хотхонд 72.40м2 мастертай 3 өрөө байр
3 долоо хоногийн өмнө
УБ — Хан-Уул, Яармаг",129,14
3533,8037423,"138 сая ₮
Шүншигвилла 2 хотхонд 2 өрөө байр 31мкв
5 өдрийн өмнө
УБ — Хан-Уул, Яармаг",50,41
3534,8037444,"Remax Sky Oyuka
7.76 сая ₮
Цэцэрлэгт хүрээлэн ард мандала тауэр хотхонд 3 өрөө
4 долоо хоногийн өмнө
УБ — Баянзүрх, Баянзүрх, Хороо 26",139,3
3535,8037450,"125 сая ₮
Tolgoit orchlon 2 hajuud naran urguu hothond 2oroo 40m2 bair
4 өдрийн өмнө
УБ — Сонгинохайрхан, Толгойт",37,28
3536,8037511,"503 сая ₮
Crystal town.д 4 өрөө байр
1 долоо хоногийн өмнө
УБ — Сүхбаатар",98,9
3537,8037584,"Remax HUB Tugsbileg
292 сая ₮
Баянмонгол хороололд 94.2 мкв 3 өрөө байр
3 өдрийн өмнө
УБ — Баянзүрх, Баянмонгол хороолол",35,11
3538,8037611,"6.8 сая ₮
Цэнгэлдэх хотхонд 4 өрөө 96м2 байр
3 долоо хоногийн өмнө
УБ — Хан-Уул, 120 мянгат",135,6
3539,8037632,"390 сая ₮
Цэцэрлэгт хүрээлэн парксайд резиденс хотхонд 3 өрөө 83.45м2
1 долоо хоногийн өмнө
УБ — Баянзүрх, Баянзүрх, Хороо 26",97,38
3540,8037696,"84 сая ₮
Ханын материалд 2өрөө байр 37м2
1 долоо хоногийн өмнө
УБ — Сонгинохайрхан, Ханын материал",79,26
3541,8037888,"185 сая ₮
Амгаланд япон-монгол эмнэлгийн хажууд serene town хотхонд 66 мкв 3 өрөө
1 долоо хоногийн өмнө
УБ — Баянзүрх, 13-р хороолол",80,47
3542,8037905,"2.9 сая ₮
Хэрлэн апартмент 70.83мкв 3 өрөө
3 долоо хоногийн өмнө
УБ — Баянзүрх, 13-р хороолол",132,22
3543,8037911,"126 сая ₮ 135 сая ₮
10-р хороололд 2 өрөө байр
1 долоо хоногийн өмнө
УБ — Баянгол, 10-р хороолол",96,39
3544,8037913,"398.57 сая ₮
Нарны хорооллын урд тал parko riviera цогцолборт 3 өрөө
Өчигдөр
УБ — Баянгол, Алтай хотхон",13,5
3545,8037921,"536.68 сая ₮
Нарны хорооллын урд parko riviera цогцолборт 4 өрөө
6 өдрийн өмнө
УБ — Баянгол, Баянгол, Хороо 3",60,37
3546,8037924,"717.32 сая ₮
Нарны хорооллын урд parko riviera цогцолборт 4 өрөө
Өчигдөр
УБ — Баянгол, Баянгол, Хороо 3",13,9
3547,8037968,"315.9 сая ₮
19р хороолол туул гарден хотхонд 4 өрөө орон сууц
6 өдрийн өмнө
УБ — Хан-Уул, Мишээл",60,36
3548,8037969,"134 сая ₮ 148 сая ₮
3 өрөө байр 50m2
1 долоо хоногийн өмнө
УБ — Сонгинохайрхан, Сонгинохайрхан, Хороо 27",97,3
3549,8038029,"200 сая ₮
Модны 2 т 3өрөө байр 78мкв
1 долоо хоногийн өмнө
УБ — Баянгол, Баянгол, Хороо 17",99,9
3550,8038034,"165 сая ₮
2 өрөө 54м2
4 өдрийн өмнө
УБ — Сүхбаатар",36,26
3551,8038052,"200 сая ₮
Tumur zamd
3 долоо хоногийн өмнө
УБ — Баянгол, Төмөр зам",138,34
3552,8038055,"840 сая ₮
Яармаг vip residence хотхонд 4 өрөө байр 158.61м2
3 долоо хоногийн өмнө
УБ — Хан-Уул, Яармаг",138,33
3553,8038077,"83 сая ₮
Схд -21-р хороо 31м2
3 долоо хоногийн өмнө
УБ — Сонгинохайрхан, 21-р хороолол",138,30
3554,8038081,"245.14 сая ₮
Дөлгөөн нуурт 3 өрөө байр 72м2
3 долоо хоногийн өмнө
УБ — Сүхбаатар, Дөлгөөн нуур",138,31
3555,8038091,"188.5 сая ₮
Дөлгөөн нуурт 2 өрөө байр 57мкв
3 долоо хоногийн өмнө
УБ — Сүхбаатар, Дөлгөөн нуур",130,38
3556,8038160,"290 сая ₮
Hunnu towert 3 uruu bair
2 долоо хоногийн өмнө
УБ — Хан-Уул, Яармаг",100,33
3557,8038182,"Sky Duurenbileg
380 сая ₮
Бзд 26-р хороо enconta 1 хотхонд 90,52 мкв 3 өрөө байр
1 долоо хоногийн өмнө
УБ — Баянзүрх, Баянзүрх, Хороо 26",76,53
3558,8038220,"389 сая ₮
Гэрлүг виста хотхонд 59.92мкв 2 өрөө байр
3 долоо хоногийн өмнө
УБ — Хан-Уул, 19-р хороолол",136,46
3559,8038243,"Sky Duurenbileg
510 сая ₮
Худ, удирдлагын академи хойно japan town хотхонд 92.74мкв 3 өрөө
5 өдрийн өмнө
УБ — Хан-Уул, Japan town",47,40
3560,8038250,"110 сая ₮
Эрдэнэт-д сургууль, цэцэрлэгийн хажууд, арктай 1өрөө
3 долоо хоногийн өмнө
Орхон",138,21
3561,8038274,"235 сая ₮
Удирдлагын академийн урд 2 өрөө
5 өдрийн өмнө
УБ — Хан-Уул, 19-р хороолол",47,3
3562,8038289,"80 сая ₮
2 өрөө 35м2
1 долоо хоногийн өмнө
УБ — Баянзүрх, Сансар",73,53
3563,8038345,"145 сая ₮
Жуковт 2 өрөө
1 долоо хоногийн өмнө
УБ — Баянзүрх, Баянзүрх, Хороо 4",90,11
3564,8038364,"545 сая ₮
Academy 2 hothond 3uruu bair 79.98 mkv
3 долоо хоногийн өмнө
УБ — Сүхбаатар",138,20
3565,8038384,"134 сая ₮ 148 сая ₮
Gal togoo tusdaa 2 uruu 50м2
3 долоо хоногийн өмнө
УБ — Сонгинохайрхан, 21-р хороолол",138,19
3566,8038386,"3.45 сая ₮
Дөлгөөн нуурт 2 өрөө байр 44.95м2
3 долоо хоногийн өмнө
УБ — Сүхбаатар, Дөлгөөн нуур",138,17
3567,8038497,"235 сая ₮
Дүнжингарав захын баруун талд их монгол хороолод 3 өрөө байр 61 мкв
3 долоо хоногийн өмнө
УБ — Баянзүрх, Баянзүрх, Хороо 26",136,13
3568,8038518,"150 сая ₮
Багануурт угсармалын 3 өрөө байр 70м2
3 долоо хоногийн өмнө
УБ — Багануур, Багануур, Хороо 1",138,11
3569,8038523,"140 сая ₮
Бзд 42мк 1 өрөө террас руу сунгаж давхарлан 3 өрөө 76,6м.кв дуплекс
2 долоо хоногийн өмнө
УБ — Баянзүрх, Баянзүрх, Хороо 19",105,8
3570,8038598,"2.9 сая ₮
Гал тогоо тусдаа 3 өрөө байр
3 долоо хоногийн өмнө
УБ — Баянзүрх, 16-р хороолол",138,9
3571,8038638,"3.2 сая ₮
Яармагт 2 өрөө орон сууц
5 өдрийн өмнө
УБ — Хан-Уул, Яармаг",49,48
3572,8038658,"218 сая ₮
Яармаг арцатын 2 апартментэд 3 өрөө
3 долоо хоногийн өмнө
УБ — Хан-Уул, Яармаг",138,7
3573,8038667,"217 сая ₮
Хангарьд сити-1 мастертай 3 өрөө
3 долоо хоногийн өмнө
УБ — Хан-Уул, Яармаг",138,6
3574,8038670,"150 сая ₮
Яармаг арцат лакшири 51,98мкв 2 өрөө
3 долоо хоногийн өмнө
УБ — Хан-Уул, Яармаг",138,5
3575,8038679,"148 сая ₮
Худ 19 үйлчилгээний төвийн баруун урд талд байрлалтай 2 өрөө
3 долоо хоногийн өмнө
УБ — Хан-Уул, 19-р хороолол",138,4
3576,8038681,"140 сая ₮
Жуковт гал тогоо тусдаа 55м2 2 өрөө байр
2 өдрийн өмнө
УБ — Баянзүрх, 13-р хороолол",16,59
3577,8038689,"170 сая ₮
Яармаг сити палас хотхонд 2 өрөө
3 долоо хоногийн өмнө
УБ — Хан-Уул, Яармаг",138,3
3578,8038721,"4.1 сая ₮
Mandala garden 4 uruu bair
2 долоо хоногийн өмнө
УБ — Хан-Уул, Яармаг",105,47
3579,8038756,"230 сая ₮
Хотын төвд 2 өрөө
2 долоо хоногийн өмнө
УБ — Сүхбаатар, Сүхбаатар, Хороо 1",105,38
3580,8038759,"190 сая ₮
Улаанхуаран. комфорт хотхонд 3 өрөө 66.26m2
3 долоо хоногийн өмнө
УБ — Баянзүрх",137,59
3581,8038783,"Remax Sky Uranchimeg
6 сая ₮
Сансар гарден 55,04 мкв 2 өрөө
1 долоо хоногийн өмнө
УБ — Баянзүрх, Сансар",90,23
3582,8038793,"Remax Sky Uranchimeg
7.1 сая ₮
Худ, 𝟏𝟓-р хороо v𝐞𝐠𝐚 𝐜𝐢𝐭𝐲 хотхон 𝟖𝟒.3 мкв 3 өрөө
1 долоо хоногийн өмнө
УБ — Хан-Уул, Хурд",90,22
3583,8038803,"Naimaа
7.55 сая ₮
Platinum tower хотхонд 161.64мкв 5 өрөө
3 өдрийн өмнө
УБ — Хан-Уул, Хурд",2,26
3584,8038815,"190 сая ₮
Бгд, Хархорин захын зүүн талд Эрин хотхонд 61.4м2 2 өрөө
2 долоо хоногийн өмнө
УБ — Баянгол, Баянгол, Хороо 1",119,8
3585,8038836,"147 сая ₮
Нисэх эвэл апартмент 2 өрөө байр
3 долоо хоногийн өмнө
УБ — Хан-Уул, Нисэх",137,53
3586,8038841,"342 сая ₮
Yarmag mandala gardend 3 uruu bair 81м2
1 долоо хоногийн өмнө
УБ — Хан-Уул, Яармаг",82,44
3587,8038865,"Universal Properties
215 сая ₮
Офицерт х-аpartment 2 хотхонд 3 өрөө байр 71.1м2
Virtual tour
Өнөөдөр
УБ — Баянзүрх, Офицер",9,40
3588,8038919,"141 сая ₮
2 өрөө байр 47м2
3 долоо хоногийн өмнө
УБ — Баянзүрх, Баянзүрх, Хороо 14",137,33
3589,8038930,"3.9 сая ₮
Олимп хотхонд 4 өрөө байр 102мкв
3 долоо хоногийн өмнө
УБ — Баянзүрх, Баянзүрх, Хороо 26",137,31
3590,8038932,"94 сая ₮
Хороололд галтогоо тусдаа 1 өрөө байр 30мкв
Өчигдөр
УБ — Баянгол, 3, 4 хороолол",14,10
3591,8038952,"135 сая ₮
Lux 16 apartment цайз 16-гийн автобусны буудал дээр 2 өрөө
1 долоо хоногийн өмнө
УБ — Баянзүрх, 16-р хороолол",93,57
3592,8038962,"400 сая ₮
Park view хотхонд 78мкв 3өрөө байр
3 долоо хоногийн өмнө
УБ — Баянзүрх, Баянзүрх, Хороо 26",137,26
3593,8038967,"3 сая ₮
2 өрөө
5 өдрийн өмнө
УБ — Баянзүрх, Офицер",56,6
3594,8039002,"2.7 сая ₮
21 хороолол 3 өрөө байр 60м2
3 долоо хоногийн өмнө
УБ — Сонгинохайрхан, 21-р хороолол",137,16
3595,8039006,"222.9 сая ₮
Бзд-т 3 өрөө байр
3 долоо хоногийн өмнө
УБ — Баянзүрх, Баянзүрх, Хороо 19",137,20
3596,8039010,"125 сая ₮
21-р хороололд 1өрөө 49.8 м2 байр
1 долоо хоногийн өмнө
УБ — Сонгинохайрхан, 21-р хороолол",70,31
3597,8039030,"3.2 сая ₮
Hardrock- ийн хойно 125.48мкв 3 өрөө
3 долоо хоногийн өмнө
УБ — Баянзүрх, 13-р хороолол",137,11
3598,8039054,"363 сая ₮
Бзд 26р хороо элизабет хотхонд 3 өрөө орон сууц 103.65м2
1 долоо хоногийн өмнө
УБ — Баянзүрх, Баянзүрх, Хороо 26",64,28
3599,8039062,"160 сая ₮
Цайз зах баруун талд 2 өрөө байр 61мкв
1 долоо хоногийн өмнө
УБ — Баянзүрх, Баянзүрх, Хороо 22",63,53
3600,8039066,"1.08 Тэрбум ₮
Time square хотхонд 165 мкв 5 өрөө
3 долоо хоногийн өмнө
УБ — Хан-Уул, River Garden",137,7
3601,8039070,"400 сая ₮
Park view хотхон 3 өрөө байр 78,07м2
3 долоо хоногийн өмнө
УБ — Баянзүрх, Баянзүрх, Хороо 26",137,6
3602,8039081,"110 сая ₮
UB palace -ын хойно 37м2 1 өрөө орон сууц1 өрөө орон сууц
3 долоо хоногийн өмнө
УБ — Баянгол, 10-р хороолол",137,4
3603,8039186,"102 сая ₮
Улаанхуаранд 2 өрөө 34м2
3 долоо хоногийн өмнө
УБ — Баянзүрх, Баянзүрх, Хороо 26",136,56
3604,8039197,"340 сая ₮
Мандала гарден 3 өрөө
3 долоо хоногийн өмнө
УБ — Хан-Уул, Яармаг",136,57
3605,8039200,"900 сая ₮
River garden 2 хотхонд 112 мкв 4 өрөө орон сууц
3 долоо хоногийн өмнө
УБ — Хан-Уул, River Garden",136,58
3606,8039206,"324 сая ₮
Цэнгэлдэх хотхонд 2 өрөө 49,95м2
3 долоо хоногийн өмнө
УБ — Хан-Уул, 120 мянгат",136,54
3607,8039213,"2.85 сая ₮
Шинэ амгалан хороололд 50мкв 2 өрөө
5 өдрийн өмнө
УБ — Баянзүрх, Баянзүрх, Хороо 8",51,59
3608,8039321,"3.2 сая ₮
3 өрөө орон сууц
3 долоо хоногийн өмнө
УБ — Баянзүрх, 13-р хороолол",136,47
3609,8039331,"105 сая ₮ 110 сая ₮
Яармаг хан вилла хотхонд 39.13мкв 1 өрөө
4 өдрийн өмнө
УБ — Хан-Уул, Хан-Уул, Хороо 6",45,13
3610,8039335,"265 сая ₮
Хүннү маллын урд хүннү товерт 3 өрөө байр 60мкв
2 өдрийн өмнө
УБ — Хан-Уул, Яармаг",23,49
3611,8039343,"2.8 сая ₮
Бзд, бөхийн өргөөн баруун талд 5 өрөө байр 120мкв
1 долоо хоногийн өмнө
УБ — Баянзүрх, Баянзүрх, Хороо 6",87,25
3612,8039420,"245 сая ₮
Дөлгөөн нуурт auto mall-н хойно 3 өрөө байр
3 долоо хоногийн өмнө
УБ — Сүхбаатар, Дөлгөөн нуур",136,43
3613,8039439,"240 сая ₮
Худ 120д 4 өрөө 80м2
3 долоо хоногийн өмнө
УБ — Хан-Уул, Хан-Уул, Хороо 15",136,42
3614,8039493,"2.9 сая ₮
Хос сувд хотхонд 2 өрөө 55.67м2
3 долоо хоногийн өмнө
УБ — Баянзүрх, Баянзүрх, Хороо 16",136,38
3615,8039542,"150 сая ₮
Consul tower 2 uruu 48.31m2 bair
2 долоо хоногийн өмнө
УБ — Баянзүрх, Баянзүрх, Хороо 1",101,29
3616,8039551,"2.9 сая ₮
Хос сувд хотхон 2 өрөө
3 долоо хоногийн өмнө
УБ — Баянзүрх, 16-р хороолол",136,35
3617,8039599,"157 сая ₮
Сбд 2 өрөө байр 48м2
3 долоо хоногийн өмнө
УБ — Сүхбаатар",136,31
3618,8039619,"3.28 сая ₮
Буянт-Од хотхон 2 өрөө 44.58м2 байр
3 долоо хоногийн өмнө
УБ — Баянзүрх, Баянзүрх, Хороо 14",136,27
3619,8039628,"521 сая ₮
King tower 5-r eelj 3 өрөө байр 111м2
3 долоо хоногийн өмнө
УБ — Хан-Уул, King Tower",136,30
3620,8039640,"1.6 Тэрбум ₮
Regis place -д 5 өрөө орон сууц
1 долоо хоногийн өмнө
УБ — Хан-Уул, Зайсан",65,3
3621,8039652,"universal properteis
278 сая ₮
Худ marshal town king towert 2 өрөө 56м2
Virtual tour
2 өдрийн өмнө
УБ — Хан-Уул, King Tower",19,1
3622,8039665,"190 сая ₮
Хангай хотхоны баруун талд st appartment 2өрөө байр
3 долоо хоногийн өмнө
УБ — Сүхбаатар, 11-р хороолол",136,23
3623,8039669,"6.6 сая ₮
Khan hills хотхонд шинээр ашиглалтад орж буй ээлжид 5 өрөө 241,48м2
2 өдрийн өмнө
УБ — Хан-Уул, River Garden",20,11
3624,8039750,"358 сая ₮
Хансвилл 3 өрөө 92м2
2 долоо хоногийн өмнө
УБ — Баянзүрх, Баянзүрх, Хороо 26",121,11
3625,8039776,"206 сая ₮
Яармаг хангарьд сити2-т 4 өрөө байр 82,55м2
3 долоо хоногийн өмнө
УБ — Хан-Уул, Яармаг",136,20
3626,8039852,"425 сая ₮
Кристал таунд 3 өрөө
4 өдрийн өмнө
УБ — Баянзүрх, Баянзүрх, Хороо 26",36,22
3627,8039896,"86 сая ₮
Garden villa hothond 1 uruu bair
3 долоо хоногийн өмнө
УБ — Хан-Уул, Яармаг",136,18
3628,8039905,"95 сая ₮
Яармагт оргилын хойно 37м2 2 өрөө
3 долоо хоногийн өмнө
УБ — Хан-Уул, Яармаг",136,10
3629,8039911,"Oyuka
545 сая ₮
Бзд 26-р хороо, үцх чанх хойно park view хотхонд 4 өрөө байр
3 долоо хоногийн өмнө
УБ — Баянзүрх, Баянзүрх, Хороо 26",136,16
3630,8039916,"Remax Sky Bulgan
807.3 сая ₮
King tower хотхон 132-р байранд 4 өрөө орон сууц
5 өдрийн өмнө
УБ — Хан-Уул, King Tower",52,4
3631,8039924,"Sky Aldarmaa
130 сая ₮
Бгд 3-4р хороолол gobi saun урд 3 өрөө 65м2
1 долоо хоногийн өмнө
УБ — Баянгол, Баянгол, Хороо 9",76,55
3632,8039931,"Remax HUB Zoljargal
581 сая ₮
Japan town 104мк 4 өрөө байр
6 өдрийн өмнө
УБ — Хан-Уул, Хан-Уул, Хороо 15",60,27
3633,8039941,"274 сая ₮
King tower 61мкв 2 өрөө байр
2 өдрийн өмнө
УБ — Хан-Уул, King Tower",19,33
3634,8039973,"110 сая ₮
Бгд 10-р хороололд наран талдаа цонхтой 34мкв 1 өрөө байр
3 долоо хоногийн өмнө
УБ — Баянгол, 10-р хороолол",136,12
3635,8039984,"185 сая ₮
Тбд андуудын урд 2 өрөө байр
5 өдрийн өмнө
УБ — Баянгол, Төмөр зам",53,46
3636,8039996,"Remax Sky Bulgan
900 сая ₮
Ривер гарден 𝟐 хотхонд 𝟏𝟏𝟐,𝟐мкв 𝟒 өрөө орон сууц
3 өдрийн өмнө
УБ — Хан-Уул, River Garden",27,34
3637,8040054,"2.75 сая ₮
Хорооллын эцэст 3 өрөө 56м2
3 долоо хоногийн өмнө
УБ — Баянгол, 3, 4 хороолол",136,9
3638,8040094,"Sky Saikhanaa
550 сая ₮ 580 сая ₮
Бүти таун 125 мкв 4 өрөө
Өнөөдөр
УБ — Хан-Уул, Хан-Уул, Хороо 15",8,40
3639,8040100,"Sky Saikhanaa
240 сая ₮
Багшийн дээд voli apartment дуплекс 2 өрөө
2 долоо хоногийн өмнө
УБ — Сүхбаатар, Сүхбаатар, Хороо 8",121,39
3640,8040119,"125 сая ₮
Хороололд 1000 барааны ард 1 өрөө
3 долоо хоногийн өмнө
УБ — Баянгол, Баянгол, Хороо 15",136,6
3641,8040137,"Remax Sky Munkhtuul
89.5 сая ₮
Нисэх, буман залуус хотхонд 𝟏 өрөө байр
3 долоо хоногийн өмнө
УБ — Хан-Уул, Нисэх",136,5
